"PUBID","FP_ADHRISKI","FP_ADPENVRI","FP_ADENRCHI"
4137,0,0,2
4138,-4,-4,-4
4139,0,0,2
4140,425,0,2
4141,-4,-4,-4
4142,600,0,3
4143,0,0,2
4144,-4,-4,-4
4145,100,0,2
4146,-4,-4,-4
4147,-4,-4,-4
4148,500,0,2
4149,-4,-4,-4
4150,-4,-4,-4
4151,0,0,2
4152,200,0,1
4153,400,100,1
4154,-4,-4,-4
4155,-4,-4,2
4156,200,0,2
4157,-4,-4,-4
4158,100,0,2
4159,100,0,2
4160,-4,-4,-4
4161,0,0,2
4162,200,100,1
4163,-4,-4,-4
4164,-4,-4,-4
4165,100,0,1
4166,0,0,3
4167,100,100,3
4168,200,100,1
4169,-4,-4,-4
4170,-4,-4,-4
4171,325,300,2
4172,-4,-4,-4
4173,200,200,1
4174,-4,-4,-4
4175,500,600,2
4176,-4,-4,-4
4177,725,400,1
4178,525,400,1
4179,-4,-4,-4
4180,-4,-4,-4
4181,950,400,1
4182,-4,-4,-4
4183,625,500,1
4184,1050,500,2
4185,-4,-4,-4
4186,300,200,0
4187,-4,-4,-4
4188,100,100,2
4189,325,125,1
4190,-4,-4,-4
4191,100,200,3
4192,-4,-4,-4
4193,200,100,2
4194,-4,-4,-4
4195,-4,-4,-4
4196,500,200,3
4197,100,200,3
4198,200,200,3
4199,300,300,1
4200,300,100,1
4201,200,0,1
4202,400,0,1
4203,-4,-4,-4
4204,100,0,2
4205,100,200,2
4206,-4,-4,-4
4207,300,200,3
4208,100,200,2
4209,-4,-4,-4
4210,-4,-4,-4
4211,-4,-4,-4
4212,-4,-4,-4
4213,200,100,2
4214,0,0,3
4215,100,0,2
4216,-4,-4,-4
4217,300,300,0
4218,-4,-4,-4
4219,-4,-4,-4
4220,-4,-4,-4
4221,200,300,2
4222,400,300,2
4223,500,200,3
4224,-4,-4,-4
4225,-4,-4,-4
4226,-4,-4,-4
4227,-4,-4,2
4228,-4,-4,-4
4229,100,0,2
4230,-4,-4,-4
4231,-4,-4,-4
4232,325,200,1
4233,-4,-4,2
4234,-4,-4,2
4235,-4,-4,-4
4236,300,100,2
4237,700,400,2
4238,400,500,1
4239,300,100,2
4240,100,0,2
4241,100,200,3
4242,100,200,2
4243,-4,-4,-4
4244,700,300,2
4245,-4,-4,-4
4246,400,100,2
4247,-4,-4,-4
4248,-4,-4,-4
4249,-4,-4,-4
4250,-4,-4,-4
4251,500,200,1
4252,300,500,3
4253,-4,-4,-4
4254,500,300,1
4255,-4,-4,-4
4256,0,200,3
4257,-4,-4,-4
4258,-4,-4,-4
4259,-4,-4,-4
4260,-4,-4,-4
4261,-4,-4,2
4262,-4,-4,-4
4263,-4,-4,-4
4264,200,0,2
4265,-4,-4,-4
4266,625,250,3
4267,-4,-4,-4
4268,-4,-4,2
4269,100,200,2
4270,-4,-4,-4
4271,-4,-4,-4
4272,-4,-4,-4
4273,-4,-4,-4
4274,400,0,2
4275,300,200,2
4276,-4,-4,-4
4277,-4,-4,-4
4278,0,0,2
4279,-4,-4,-4
4280,100,0,3
4281,0,0,2
4282,100,0,2
4283,500,0,3
4284,-4,-4,-4
4285,-4,-4,-4
4286,-4,-4,-4
4287,200,0,2
4288,100,0,3
4289,-4,-4,1
4290,-4,-4,-4
4291,-4,-4,-4
4292,-4,-4,2
4293,-4,-4,-4
4294,300,0,3
4295,100,0,2
4296,100,0,2
4297,-4,-4,-4
4298,300,200,1
4299,-4,-4,-4
4300,500,200,3
4301,-4,-4,-4
4302,-4,-4,-4
4303,-4,-4,-4
4304,500,200,2
4305,500,200,2
4306,-4,-4,-4
4307,100,0,1
4308,600,100,1
4309,100,100,1
4310,325,200,1
4311,-4,-4,-4
4312,400,300,1
4313,900,400,1
4314,525,400,2
4315,450,200,2
4316,-4,-4,-4
4317,100,200,2
4318,-4,-4,-4
4319,-4,-4,1
4320,200,300,1
4321,125,-4,1
4322,325,125,1
4323,-4,-4,-4
4324,300,400,1
4325,425,250,2
4326,-4,-4,-4
4327,-4,-4,-4
4328,0,0,2
4329,-4,-4,-4
4330,-4,-4,-4
4331,200,300,1
4332,300,400,1
4333,-4,-4,-4
4334,100,125,2
4335,-4,-4,-4
4336,800,0,1
4337,100,100,2
4338,100,100,3
4339,200,300,2
4340,100,100,2
4341,300,100,2
4342,500,400,1
4343,400,400,1
4344,200,125,2
4345,-4,-4,-4
4346,200,200,2
4347,300,200,2
4348,-4,-4,-4
4349,600,200,1
4350,700,300,0
4351,325,100,2
4352,-4,-4,-4
4353,-4,-4,-4
4354,-4,-4,-4
4355,100,100,1
4356,200,100,1
4357,-4,-4,-4
4358,400,300,1
4359,300,100,1
4360,-4,-4,-4
4361,-4,-4,-4
4362,100,125,1
4363,0,0,3
4364,0,0,2
4365,0,100,3
4366,-4,-4,-4
4367,0,200,3
4368,0,0,2
4369,200,100,2
4370,-4,-4,-4
4371,850,200,1
4372,100,200,2
4373,300,200,2
4374,-4,-4,2
4375,400,0,3
4376,325,0,1
4377,0,0,2
4378,-4,-4,-4
4379,100,0,2
4380,-4,-4,-4
4381,100,100,2
4382,-4,-4,-4
4383,100,100,1
4384,-4,-4,-4
4385,700,300,2
4386,-4,-4,-4
4387,250,300,1
4388,700,300,1
4389,-4,-4,-4
4390,300,400,2
4391,200,100,2
4392,100,100,1
4393,-4,-4,-4
4394,-4,-4,-4
4395,300,200,2
4396,550,625,0
4397,625,600,1
4398,425,200,0
4399,0,0,2
4400,-4,-4,-4
4401,100,200,1
4402,-4,-4,-4
4403,700,400,0
4404,-4,-4,-4
4405,0,0,2
4406,600,0,3
4407,0,0,2
4408,0,0,2
4409,0,0,3
4410,-4,-4,-4
4411,100,125,3
4412,100,125,3
4413,0,0,3
4414,500,100,2
4415,-4,-4,-4
4416,100,0,2
4417,-4,-4,-4
4418,-4,-4,-4
4419,-4,-4,2
4420,-4,-4,-4
4421,325,0,1
4422,-4,-4,-4
4423,100,0,3
4424,200,100,3
4425,-4,-4,1
4426,-4,-4,1
4427,-4,-4,-4
4428,-4,-4,-4
4429,0,125,3
4430,-4,-4,-4
4431,200,100,2
4432,700,300,1
4433,200,300,1
4434,100,0,2
4435,425,400,3
4436,-4,-4,-4
4437,100,200,2
4438,225,100,2
4439,-4,-4,-4
4440,0,125,2
4441,0,0,2
4442,0,0,3
4443,100,200,3
4444,300,200,3
4445,-4,-4,-4
4446,-4,-4,-4
4447,0,0,3
4448,0,0,2
4449,-4,-4,-4
4450,100,200,3
4451,500,300,2
4452,-4,-4,-4
4453,300,200,2
4454,-4,-4,-4
4455,0,0,2
4456,-4,-4,-4
4457,100,0,3
4458,325,0,3
4459,-4,-4,-4
4460,-4,-4,-4
4461,-4,-4,-4
4462,500,0,2
4463,300,0,2
4464,300,0,2
4465,0,100,2
4466,-4,-4,-4
4467,-4,-4,-4
4468,-4,-4,-4
4469,525,300,1
4470,-4,-4,-4
4471,-4,-4,2
4472,100,0,3
4473,-4,-4,-4
4474,-4,-4,-4
4475,-4,-4,-4
4476,300,0,2
4477,-4,-4,-4
4478,-4,-4,-4
4479,200,100,1
4480,0,0,2
4481,200,0,1
4482,-4,-4,-4
4483,525,0,0
4484,600,400,1
4485,-4,-4,-4
4486,-4,-4,1
4487,200,400,3
4488,325,400,2
4489,-4,-4,-4
4490,325,100,1
4491,100,0,1
4492,-4,-4,-4
4493,-4,-4,-4
4494,725,300,1
4495,100,100,2
4496,325,100,2
4497,-4,-4,-4
4498,700,500,1
4499,400,400,1
4500,1000,300,1
4501,1000,500,1
4502,200,300,1
4503,-4,-4,-4
4504,500,200,0
4505,-4,-4,-4
4506,400,0,1
4507,-4,-4,-4
4508,-4,-4,1
4509,500,100,2
4510,-4,-4,2
4511,-4,-4,2
4512,100,0,3
4513,-4,-4,-4
4514,0,0,2
4515,-4,-4,-4
4516,-4,-4,-4
4517,100,0,2
4518,-4,-4,-4
4519,500,0,1
4520,100,200,2
4521,0,200,2
4522,-4,-4,-4
4523,-4,-4,-4
4524,200,0,1
4525,0,0,3
4526,300,100,1
4527,-4,-4,1
4528,-4,-4,-4
4529,100,0,2
4530,200,0,2
4531,850,400,1
4532,-4,-4,3
4533,-4,-4,-4
4534,100,200,3
4535,200,200,2
4536,0,100,3
4537,0,100,2
4539,0,0,2
4540,200,0,3
4541,-4,-4,-4
4542,400,0,2
4543,0,0,2
4544,200,300,3
4545,425,0,1
4546,100,0,2
4547,-4,-4,-4
4548,0,0,2
4549,100,0,1
4550,100,0,3
4551,200,200,2
4552,-4,-4,-4
4553,100,100,2
4554,-4,-4,1
4555,-4,-4,-4
4556,425,100,1
4557,0,0,2
4558,100,125,1
4559,-4,-4,-4
4560,100,200,1
4561,-4,-4,-4
4562,200,0,2
4563,-4,-4,-4
4564,-4,-4,-4
4565,0,100,2
4566,-4,-4,3
4567,-4,-4,2
4568,-4,-4,-4
4569,-4,-4,-4
4570,100,200,2
4571,100,0,2
4572,-4,-4,-4
4573,200,100,2
4574,700,300,3
4575,500,300,1
4576,-4,-4,2
4577,-4,-4,2
4578,-4,-4,-4
4579,-4,-4,-4
4580,200,100,1
4581,200,0,2
4582,-4,-4,2
4583,0,100,3
4584,-4,-4,2
4585,200,200,2
4586,200,200,1
4587,-4,-4,-4
4588,-4,-4,-4
4589,300,100,1
4590,100,0,2
4591,-4,-4,-4
4592,900,300,1
4593,200,200,1
4594,600,300,3
4595,300,0,3
4596,-4,-4,-4
4597,300,0,2
4598,200,0,2
4599,-4,-4,3
4600,-4,-4,-4
4601,-4,-4,-4
4602,200,100,1
4603,300,200,2
4604,-4,-4,-4
4605,-4,-4,1
4606,325,100,1
4607,300,0,1
4608,600,300,1
4609,325,0,2
4610,300,0,2
4611,300,200,1
4612,0,0,3
4613,-4,-4,-4
4614,-4,-4,-4
4615,600,0,2
4616,-4,-4,-4
4617,-4,-4,-4
4618,600,0,0
4619,600,100,2
4620,500,100,1
4621,325,0,2
4622,500,200,1
4623,400,300,2
4624,0,100,2
4625,200,100,1
4626,400,0,2
4627,-4,-4,-4
4628,-4,-4,-4
4629,-4,-4,-4
4630,100,0,3
4631,100,0,1
4632,-4,-4,-4
4633,300,100,0
4634,200,0,3
4635,0,0,2
4636,100,0,3
4637,-4,-4,-4
4638,-4,-4,2
4639,425,400,1
4640,-4,-4,-4
4641,-4,-4,-4
4642,100,0,2
4643,-4,-4,-4
4644,0,0,3
4645,200,100,3
4646,-4,-4,2
4647,0,0,3
4648,200,0,2
4649,-4,-4,-4
4650,-4,-4,-4
4651,600,300,1
4652,-4,-4,-4
4653,400,100,2
4654,400,400,2
4655,-4,-4,-4
4656,-4,-4,-4
4657,500,300,1
4658,-4,-4,-4
4659,-4,-4,-4
4660,-4,-4,-4
4661,-4,-4,-4
4662,0,0,3
4663,-4,-4,-4
4664,300,200,1
4665,-4,-4,-4
4666,325,125,2
4667,425,0,2
4668,100,200,1
4669,200,0,1
4670,-4,-4,-4
4671,300,100,2
4672,-4,-4,-4
4673,200,200,3
4674,725,400,0
4675,-4,-4,-4
4676,-4,-4,-4
4677,-4,-4,2
4678,-4,-4,-4
4679,-4,-4,2
4680,600,500,2
4681,-4,-4,3
4682,-4,-4,-4
4683,-4,-4,-4
4684,-4,-4,1
4685,-4,-4,-4
4686,0,100,2
4687,100,0,3
4688,-4,-4,-4
4689,-4,-4,2
4690,-4,-4,-4
4691,0,125,2
4692,-4,-4,-4
4693,-4,-4,-4
4694,425,100,2
4695,-4,-4,-4
4696,-4,-4,-4
4697,100,300,2
4698,-4,-4,-4
4699,-4,-4,-4
4700,200,100,1
4701,-4,-4,1
4702,200,100,1
4703,300,300,2
4704,625,500,2
4705,-4,-4,-4
4706,-4,-4,-4
4707,0,0,3
4708,0,0,3
4709,0,0,2
4710,-4,-4,-4
4711,0,0,3
4712,300,0,2
4713,-4,-4,-4
4714,-4,-4,-4
4715,200,0,1
4716,0,0,3
4717,-4,-4,-4
4718,-4,-4,-4
4719,-4,-4,-4
4720,200,0,1
4721,-4,-4,-4
4722,100,0,1
4723,400,400,2
4724,-4,-4,-4
4725,-4,-4,-4
4726,-4,-4,-4
4727,325,100,2
4728,0,0,2
4729,-4,-4,-4
4730,-4,-4,-4
4731,-4,-4,-4
4732,0,0,3
4733,425,200,2
4734,225,-4,1
4735,-4,-4,-4
4736,625,200,1
4737,200,0,2
4738,-4,-4,-4
4739,100,0,2
4740,-4,-4,-4
4741,200,0,2
4742,-4,-4,-4
4743,400,0,2
4744,0,0,2
4745,100,100,2
4746,-4,-4,2
4747,-4,-4,-4
4748,200,0,3
4749,-4,-4,-4
4750,200,200,1
4751,-4,-4,-4
4752,-4,-4,-4
4753,-4,-4,1
4754,-4,-4,-4
4755,-4,-4,-4
4756,-4,-4,-4
4757,-4,-4,2
4758,-4,-4,-4
4759,-4,-4,-4
4760,100,100,2
4761,425,400,3
4762,100,0,2
4763,200,0,3
4764,-4,-4,-4
4765,-4,-4,-4
4766,-4,-4,-4
4767,100,200,2
4768,200,100,1
4769,-4,-4,-4
4770,-4,-4,-4
4771,300,0,2
4772,200,200,3
4773,-4,-4,-4
4774,600,300,2
4775,400,200,1
4776,200,300,2
4777,-4,-4,-4
4778,-4,-4,-4
4779,100,100,1
4780,-4,-4,-4
4781,-4,-4,-4
4782,-4,-4,-4
4783,225,-4,1
4784,300,100,0
4785,-4,-4,-4
4786,200,100,2
4787,200,100,2
4788,-4,-4,-4
4789,0,0,3
4790,100,100,3
4791,-4,-4,-4
4792,-4,-4,2
4793,-4,-4,-4
4794,-4,-4,-4
4795,-4,-4,-4
4796,-4,-4,-4
4797,200,100,2
4798,0,100,3
4799,-4,-4,-4
4800,200,100,2
4801,700,200,3
4802,0,100,2
4803,300,100,2
4804,400,100,1
4805,100,100,3
4806,0,100,3
4807,100,100,2
4808,-4,-4,-4
4809,200,100,1
4810,400,100,1
4811,625,100,1
4812,200,0,2
4813,0,0,2
4814,0,0,2
4815,200,300,3
4816,-4,-4,-4
4817,-4,-4,-4
4818,0,0,2
4819,325,100,2
4820,400,0,2
4821,300,0,3
4822,200,0,3
4823,100,0,1
4824,-4,-4,-4
4825,-4,-4,-4
4826,-4,-4,-4
4827,-4,-4,-4
4828,-4,-4,-4
4829,-4,-4,-4
4830,400,200,2
4831,-4,-4,-4
4832,200,200,3
4833,-4,-4,-4
4834,-4,-4,-4
4835,800,100,1
4836,-4,-4,-4
4837,-4,-4,-4
4838,500,0,1
4839,300,0,3
4840,0,0,2
4841,300,200,3
4842,200,200,3
4843,-4,-4,-4
4844,200,100,2
4845,-4,-4,-4
4846,200,0,2
4847,-4,-4,-4
4848,200,100,2
4849,100,100,2
4850,-4,-4,-4
4851,-4,-4,3
4852,-4,-4,-4
4853,0,0,3
4854,200,0,2
4855,0,0,3
4856,-4,-4,-4
4857,500,0,2
4858,200,100,3
4859,-4,-4,-4
4860,-4,-4,-4
4861,-4,-4,-4
4862,-4,-4,-4
4863,-4,-4,-4
4864,600,300,2
4865,200,200,2
4866,100,100,2
4867,200,100,2
4868,-4,-4,-4
4869,200,300,1
4870,-4,-4,-4
4871,-4,-4,-4
4872,-4,-4,3
4873,200,300,2
4874,200,200,2
4875,100,0,2
4876,200,0,2
4877,300,0,1
4878,300,0,2
4879,100,0,2
4880,200,200,1
4881,0,0,3
4882,-4,-4,-4
4883,400,0,3
4884,-4,-4,-4
4885,0,100,3
4886,200,200,2
4887,100,200,1
4889,0,0,3
4890,100,0,3
4891,100,0,3
4892,0,100,2
4893,-4,-4,-4
4894,-4,-4,-4
4895,0,125,3
4896,200,200,2
4897,600,100,2
4898,325,100,1
4899,-4,-4,2
4900,-4,-4,-4
4901,-4,-4,-4
4902,300,300,1
4903,600,400,1
4904,-4,-4,-4
4905,100,100,2
4906,0,100,2
4907,0,100,2
4908,-4,-4,-4
4909,450,100,1
4910,-4,-4,1
4911,300,200,3
4912,0,100,2
4913,100,100,2
4914,700,400,1
4915,-4,-4,-4
4916,200,200,2
4917,-4,-4,-4
4918,-4,-4,-4
4919,200,0,1
4920,200,100,1
4921,-4,-4,-4
4922,100,0,1
4923,300,200,1
4924,-4,-4,-4
4925,200,300,1
4926,-4,-4,-4
4927,0,0,2
4928,-4,-4,-4
4929,-4,-4,3
4930,-4,-4,3
4931,100,100,2
4932,100,0,3
4933,-4,-4,-4
4934,100,0,2
4935,0,0,3
4936,-4,-4,3
4937,100,0,2
4938,0,0,2
4939,-4,-4,-4
4940,425,0,1
4941,200,100,3
4942,-4,-4,-4
4943,0,0,3
4944,500,100,2
4945,-4,-4,-4
4946,100,100,3
4947,325,0,3
4948,-4,-4,-4
4949,325,100,2
4950,-4,-4,-4
4951,-4,-4,1
4952,-4,-4,1
4953,-4,-4,-4
4954,300,200,1
4955,-4,-4,-4
4956,200,0,1
4957,500,200,2
4958,700,0,2
4959,200,0,1
4960,-4,-4,-4
4961,-4,-4,-4
4962,200,0,2
4963,-4,-4,-4
4964,100,0,3
4965,700,0,1
4966,300,0,1
4967,0,0,2
4968,100,0,2
4969,600,0,1
4970,-4,-4,-4
4971,0,0,2
4972,-4,-4,-4
4973,-4,-4,-4
4974,-4,-4,-4
4975,425,200,1
4976,-4,-4,-4
4977,200,200,2
4978,425,0,2
4979,100,200,1
4980,350,125,2
4981,400,0,2
4982,-4,-4,-4
4983,100,100,2
4984,-4,-4,-4
4985,-4,-4,-4
4986,-4,-4,-4
4987,100,0,2
4988,-4,-4,-4
4989,225,200,-4
4990,200,200,2
4991,0,200,2
4992,-4,-4,-4
4993,0,200,2
4994,100,300,2
4995,-4,-4,-4
4996,100,100,2
4997,-4,-4,2
4998,300,100,1
4999,625,100,0
5000,-4,-4,2
5001,-4,-4,2
5002,400,100,1
5003,200,100,1
5004,425,200,1
5005,325,200,1
5006,0,200,2
5007,0,0,3
5008,400,100,2
5009,-4,-4,-4
5010,-4,-4,-4
5011,-4,-4,-4
5012,-4,-4,-4
5013,425,300,3
5014,-4,-4,-4
5015,400,200,2
5016,-4,-4,-4
5017,-4,-4,-4
5018,0,200,2
5019,-4,-4,-4
5020,-4,-4,-4
5021,400,400,1
5022,200,100,1
5023,500,400,1
5024,100,200,2
5025,600,300,2
5026,100,200,1
5027,-4,-4,-4
5028,-4,-4,-4
5029,700,400,2
5030,300,0,1
5031,-4,-4,-4
5032,-4,-4,-4
5033,100,0,2
5034,100,0,3
5035,-4,-4,-4
5036,-4,-4,-4
5037,-4,-4,-4
5038,-4,-4,-4
5039,200,200,1
5040,100,0,2
5041,0,0,2
5042,-4,-4,-4
5043,0,0,3
5044,-4,-4,-4
5045,-4,-4,-4
5046,-4,-4,-4
5047,-4,-4,-4
5048,0,100,3
5049,400,100,1
5050,100,0,1
5051,-4,-4,-4
5052,-4,-4,3
5053,-4,-4,-4
5054,-4,-4,-4
5055,200,100,3
5056,-4,-4,-4
5057,0,100,2
5058,-4,-4,-4
5059,1200,500,1
5060,-4,-4,-4
5061,-4,-4,-4
5062,500,200,3
5063,700,400,1
5064,625,200,1
5065,-4,-4,-4
5066,0,0,2
5067,200,300,2
5068,100,300,2
5069,100,300,2
5070,100,200,2
5071,300,300,1
5072,-4,-4,-4
5073,100,0,1
5074,-4,-4,2
5075,200,100,2
5076,-4,-4,-4
5077,400,200,2
5078,100,0,2
5079,-4,-4,-4
5080,-4,-4,-4
5081,200,300,1
5082,-4,-4,-4
5083,-4,-4,-4
5084,100,0,1
5085,400,100,1
5086,200,200,2
5087,-4,-4,-4
5088,-4,-4,-4
5089,200,0,2
5090,0,0,2
5091,0,0,2
5092,-4,-4,-4
5093,425,300,2
5094,-4,-4,-4
5095,0,0,2
5096,0,100,3
5097,0,100,3
5098,100,0,2
5099,-4,-4,-4
5100,0,0,2
5101,-4,-4,-4
5102,-4,-4,-4
5103,-4,-4,-4
5104,100,100,2
5105,325,300,2
5106,-4,-4,-4
5107,0,100,2
5108,0,100,2
5109,-4,-4,-4
5110,100,0,1
5111,-4,-4,-4
5112,500,100,1
5113,500,200,2
5114,-4,-4,-4
5115,-4,-4,-4
5116,-4,-4,-4
5117,100,0,2
5118,700,100,1
5119,200,300,1
5120,-4,-4,-4
5121,0,100,3
5122,900,300,1
5123,-4,-4,-4
5124,-4,-4,-4
5125,200,200,2
5126,500,200,1
5127,-4,-4,-4
5128,100,0,2
5129,200,0,1
5130,-4,-4,-4
5131,0,200,2
5132,-4,-4,-4
5133,500,300,2
5134,700,100,1
5135,100,0,2
5136,100,0,2
5137,-4,-4,-4
5138,300,0,2
5139,-4,-4,-4
5140,600,0,1
5141,800,200,2
5142,400,0,3
5143,0,0,3
5144,100,0,3
5145,300,100,2
5146,-4,-4,-4
5147,300,100,2
5148,-4,-4,-4
5149,-4,-4,-4
5150,100,0,2
5151,-4,-4,1
5152,-4,-4,-4
5153,200,100,1
5154,-4,-4,-4
5155,0,0,2
5156,0,0,2
5157,-4,-4,-4
5158,200,0,2
5159,-4,-4,-4
5160,600,0,2
5161,200,0,2
5162,100,0,2
5163,200,0,3
5164,200,0,-4
5165,200,0,2
5166,-4,-4,-4
5167,0,0,2
5170,-4,-4,-4
5171,100,0,2
5172,-4,-4,-4
5173,300,0,1
5174,300,100,3
5175,0,100,3
5176,0,100,3
5177,-4,-4,-4
5178,-4,-4,-4
5179,0,0,3
5180,-4,-4,-4
5181,0,0,2
5182,-4,-4,-4
5183,-4,-4,-4
5184,0,0,3
5185,200,0,2
5186,-4,-4,-4
5187,200,0,2
5188,100,0,2
5189,-4,-4,-4
5190,-4,-4,-4
5191,-4,-4,-4
5192,0,0,3
5193,0,0,3
5194,-4,-4,-4
5195,0,0,2
5196,-4,-4,-4
5197,-4,-4,-4
5198,100,0,3
5199,200,100,1
5200,625,0,0
5201,-4,-4,-4
5202,-4,-4,-4
5203,-4,-4,-4
5204,0,0,3
5205,-4,-4,-4
5206,0,0,3
5207,-4,-4,-4
5208,100,200,2
5209,-4,-4,-4
5210,-4,-4,-4
5211,100,0,1
5212,200,0,2
5213,300,100,1
5214,200,0,1
5215,-4,-4,-4
5216,-4,-4,-4
5217,700,200,1
5218,725,200,1
5219,-4,-4,-4
5220,0,0,2
5221,100,0,2
5222,-4,-4,-4
5223,400,0,1
5224,-4,-4,-4
5225,100,0,1
5226,-4,-4,-4
5227,-4,-4,-4
5228,200,0,1
5229,-4,-4,-4
5230,300,100,2
5231,-4,-4,-4
5232,-4,-4,-4
5233,-4,-4,3
5234,200,100,2
5235,-4,-4,-4
5236,-4,-4,-4
5237,-4,-4,-4
5238,0,0,3
5239,200,0,3
5240,-4,-4,-4
5241,200,100,3
5242,-4,-4,-4
5243,200,200,1
5244,300,100,2
5245,400,100,1
5246,100,0,3
5247,800,0,3
5248,525,300,1
5249,100,100,2
5250,-4,-4,-4
5251,-4,-4,-4
5252,200,200,1
5253,-4,-4,-4
5254,400,200,1
5255,200,200,1
5256,-4,-4,1
5257,800,300,1
5258,400,300,1
5259,-4,-4,-4
5260,200,200,2
5261,100,200,3
5262,300,200,2
5263,100,200,2
5264,-4,-4,-4
5265,-4,-4,-4
5266,500,400,1
5267,-4,-4,-4
5268,0,0,2
5269,300,100,2
5270,-4,-4,-4
5271,-4,-4,-4
5272,-4,-4,-4
5273,-4,-4,-4
5274,-4,-4,-4
5275,-4,-4,-4
5276,-4,-4,-4
5277,300,300,2
5278,200,0,2
5279,-4,-4,-4
5280,100,0,3
5281,-4,-4,-4
5282,200,300,3
5283,300,200,1
5284,-4,-4,-4
5285,-4,-4,-4
5286,425,100,1
5287,200,300,1
5288,100,200,2
5289,-4,-4,2
5290,-4,-4,-4
5291,500,100,1
5292,300,200,2
5293,900,400,0
5294,300,0,1
5295,100,200,1
5296,-4,-4,-4
5297,400,300,1
5298,-4,-4,-4
5299,100,200,2
5300,-4,-4,-4
5301,300,100,2
5302,200,100,1
5303,-4,-4,-4
5304,-4,-4,-4
5305,100,200,2
5306,-4,-4,-4
5307,-4,-4,-4
5308,100,0,2
5309,400,0,2
5310,-4,-4,-4
5311,-4,-4,-4
5312,400,100,1
5313,-4,-4,-4
5314,-4,-4,-4
5315,200,300,1
5316,-4,-4,-4
5317,100,200,2
5318,700,300,1
5319,-4,-4,-4
5320,0,200,2
5321,-4,-4,-4
5322,500,500,1
5323,-4,-4,-4
5324,725,400,0
5325,500,300,1
5326,100,200,2
5327,0,0,2
5328,200,200,2
5329,100,0,3
5330,400,100,1
5331,-4,-4,-4
5332,-4,-4,-4
5333,200,0,1
5334,100,0,1
5335,-4,-4,-4
5336,-4,-4,-4
5337,100,200,1
5338,-4,-4,-4
5339,200,0,1
5340,200,100,3
5341,-4,-4,-4
5342,300,300,2
5343,400,300,2
5344,300,100,1
5345,-4,-4,-4
5346,300,300,2
5347,0,0,2
5348,100,100,2
5349,400,300,1
5350,-4,-4,2
5351,-4,-4,3
5352,-4,-4,-4
5353,100,0,2
5354,0,0,2
5355,-4,-4,-4
5356,0,0,2
5357,300,0,2
5358,100,0,1
5359,-4,-4,-4
5360,300,0,0
5361,100,0,2
5362,-4,-4,-4
5363,-4,-4,-4
5364,-4,-4,-4
5365,600,300,2
5366,0,0,2
5367,200,0,1
5368,-4,-4,-4
5369,100,100,3
5370,-4,-4,-4
5371,400,300,2
5372,-4,-4,-4
5373,200,100,2
5374,100,100,1
5375,100,200,2
5376,-4,-4,0
5377,400,300,1
5378,-4,-4,1
5379,425,100,1
5380,-4,-4,-4
5381,300,200,2
5382,0,200,3
5383,-4,-4,-4
5384,100,100,2
5385,200,100,2
5386,-4,-4,-4
5387,-4,-4,-4
5388,0,0,3
5389,-4,-4,-4
5390,-4,-4,-4
5391,-4,-4,-4
5392,100,0,1
5393,-4,-4,-4
5394,500,0,3
5395,-4,-4,-4
5396,-4,-4,-4
5397,200,0,2
5398,325,100,1
5399,-4,-4,-4
5400,-4,-4,-4
5401,425,100,2
5402,300,0,3
5403,-4,-4,-4
5404,325,100,1
5405,-4,-4,-4
5406,0,0,2
5407,0,0,2
5408,-4,-4,-4
5409,0,0,2
5410,0,0,2
5411,200,0,2
5412,300,0,2
5413,300,0,2
5414,-4,-4,-4
5415,300,200,1
5416,100,100,2
5417,-4,-4,-4
5418,-4,-4,-4
5419,-4,-4,-4
5420,-4,-4,-4
5421,0,100,2
5422,0,0,2
5423,-4,-4,-4
5424,0,0,3
5425,-4,-4,-4
5426,100,0,1
5427,-4,-4,-4
5428,100,0,2
5429,-4,-4,-4
5430,400,0,2
5431,0,0,2
5432,900,0,1
5433,-4,-4,-4
5434,-4,-4,-4
5435,-4,-4,1
5436,300,100,1
5437,500,100,1
5438,325,0,1
5439,-4,-4,-4
5440,0,100,3
5441,-4,-4,-4
5442,0,0,2
5443,100,0,1
5444,300,0,1
5445,-4,-4,-4
5446,100,0,2
5447,200,300,1
5448,1000,500,1
5449,0,125,2
5450,-4,-4,-4
5451,-4,-4,-4
5452,300,300,1
5453,100,200,2
5454,-4,-4,2
5455,-4,-4,-4
5456,-4,-4,1
5457,300,400,1
5458,300,400,1
5459,300,100,2
5460,325,100,2
5461,100,100,1
5462,-4,-4,2
5463,-4,-4,2
5464,-4,-4,-4
5465,-4,-4,-4
5466,-4,-4,-4
5467,625,300,1
5468,-4,-4,-4
5469,300,0,2
5470,425,0,2
5471,-4,-4,-4
5472,850,500,1
5473,-4,-4,-4
5474,100,0,2
5475,0,0,3
5476,100,0,1
5477,100,0,1
5478,100,0,2
5479,-4,-4,-4
5480,100,0,2
5481,-4,-4,-4
5482,0,0,3
5483,100,0,2
5484,-4,-4,-4
5485,-4,-4,2
5486,100,100,3
5487,-4,-4,-4
5488,500,100,2
5489,425,0,1
5490,200,200,3
5491,200,200,1
5492,-4,-4,-4
5493,-4,-4,-4
5494,200,300,1
5495,700,200,2
5496,-4,-4,-4
5497,-4,-4,-4
5498,-4,-4,-4
5499,0,100,3
